"path","category","runtime_relevance","reviewed","issues_found","notes"
"scripts/run_stage5a3_closed_loop_mission.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage5a3_closed_loop_mission.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage5a_live_camera.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage5b3_live_perception_mission.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage5b3_live_perception_sidecar.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage5c_rl_motor_runtime.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_stage9_ablations.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_strong_policy_evaluation.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_strong_policy_final_acceptance.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_strong_policy_training.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/run_uncertainty_experiments.py","launcher/validation","runtime-relevant","full","",""
"scripts/run_verified_human_first_person_stage5b3.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/stage4c_live_policy_sidecar.py","launcher/validation","runtime-relevant","full","",""
"scripts/stop_final_completion_processes.ps1","launcher/validation","runtime-relevant","full","",""
"scripts/summarize_causal_behavior_cloning.py","launcher/validation","runtime-relevant","full","",""
"scripts/summarize_hrmppo_search.py","launcher/validation","runtime-relevant","full","",""
"scripts/summarize_training_run.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_behavior_cloning_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_curriculum_ppo.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_hierarchical_hrmppo_mpc_v4.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_hierarchical_imitation.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppe_fast_balanced.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppe_targeted_fast_100e.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppe_yolo26s_100e.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppe_yolo26s_optimized_100e.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppo.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_ppo_research.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_riskshield_hrmppo_safe_v3.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_riskshield_hrmppo_v2.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_riskshield_ppo.py","launcher/validation","runtime-relevant","full","",""
"scripts/train_sac.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_behavior_cloning_memory.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_final_evidence.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_final_perception.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_final_world_visuals.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_grid_environment.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_ppe_dataset_integration.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_semantic_shield.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage4a_runtime.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage4b2_runtime.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage4c_live_policy_runtime.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage4c_policy_engine.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage5a3_closed_loop_mission.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage5a_live_camera.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage5b3_live_perception_mission.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage5b_live_perception.py","launcher/validation","runtime-relevant","full","",""
"scripts/validate_stage5b_visual_evidence.py","launcher/validation","runtime-relevant","full","",""
"src/riskaware_saferrl/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hierarchical_v4/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hierarchical_v4/algorithm.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hrmppo_safe_v3/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hrmppo_safe_v3/algorithm.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hrmppo_safe_v3/pid.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hrmppo_safe_v3/policy.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/hrmppo_v2.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/algorithms/riskshield_ppo.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/baselines/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/baselines/causal_expert.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/baselines/planners.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/benchmarking/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/benchmarking/harness.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/buffers/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/buffers/recurrent_cost_rollout_buffer.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/buffers/recurrent_vector_cost_buffer.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/callbacks/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/callbacks/action_diagnostics.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/callbacks/curriculum_progress.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/callbacks/scenario_evaluation.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/curriculum.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/domain_randomization.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/envs/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/envs/construction_env.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/envs/curriculum_env.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/envs/research_env.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/envs/research_env_v2.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/evaluation/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/evaluation/expert_baselines.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/evaluation/metrics.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/evaluation/reward_audit.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/evaluation/scenario_evaluator.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/controller.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/planner.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/policy.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/schemas.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/hierarchical/system.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/inspection.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/live_perception.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/live_perception_sidecar.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/models/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/models/recurrent_policy.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/models/semantic_extractor.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/perception.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/perception_dataset.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/perception_mapping.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/planners/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/planners/astar.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/planners/oracle_inspection.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/policies/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/policies/recurrent_masked_policy.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/lagrangian.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/predictive_shield.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/predictive_shield_v3.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/safety_contract_v3.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/shield.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/safety/transition_pipeline_v3.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/scenario_dataset.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/scenarios.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/causal_demonstration_mixer.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/hierarchical_dataset.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/hierarchical_demonstrations.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/research.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/training/safety_dagger.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/uncertainty/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/uncertainty/injection.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/__init__.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/bridge.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/live_bridge.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/motion_primitives.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/policy_dry_run.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/runtime_control.py","runtime-critical","runtime-relevant","full","",""
"src/riskaware_saferrl/webots/safe_policy_pipeline.py","runtime-critical","runtime-relevant","full","",""
"tests/algorithms/test_hierarchical_hrmppo_v4.py","tests","runtime-relevant","full","",""
"tests/algorithms/test_hrmppo_safe_v3.py","tests","runtime-relevant","full","",""
"tests/algorithms/test_hrmppo_v2.py","tests","runtime-relevant","full","",""
"tests/algorithms/test_recurrent_cost_rollout_buffer.py","tests","runtime-relevant","full","",""
"tests/algorithms/test_riskshield_ppo.py","tests","runtime-relevant","full","",""
"tests/algorithms/test_rl_training_adapters.py","tests","runtime-relevant","full","",""
"tests/baselines/test_causal_expert.py","tests","runtime-relevant","full","",""
"tests/baselines/test_final_planners.py","tests","runtime-relevant","full","",""
"tests/benchmarking/test_benchmark_harness.py","tests","runtime-relevant","full","",""
"tests/benchmarking/test_stage9_ablations.py","tests","runtime-relevant","full","",""
"tests/envs/test_research_grid_environment.py","tests","runtime-relevant","full","",""
"tests/envs/test_research_grid_environment_v2.py","tests","runtime-relevant","full","",""
"tests/hierarchical/test_hierarchical_v4.py","tests","runtime-relevant","full","",""
"tests/perception/test_semantic_risk_mapping.py","tests","runtime-relevant","full","",""
"tests/policies/test_recurrent_masked_policy.py","tests","runtime-relevant","full","",""
"tests/safety/test_predictive_safety_shield.py","tests","runtime-relevant","full","",""
"tests/safety/test_predictive_shield_v3.py","tests","runtime-relevant","full","",""
"tests/safety/test_safety_contract_v3.py","tests","runtime-relevant","full","",""
"tests/safety/test_safety_contract_v3_migration.py","tests","runtime-relevant","full","",""
"tests/safety/test_transition_pipeline_v3.py","tests","runtime-relevant","full","",""
"tests/scripts/test_untimed_demo_contract.py","tests","runtime-relevant","full","",""
"tests/test_action_diagnostics.py","tests","runtime-relevant","full","",""
"tests/test_action_masks.py","tests","runtime-relevant","full","",""
"tests/test_astar_planner.py","tests","runtime-relevant","full","",""
"tests/test_baseline_inspection_radius.py","tests","runtime-relevant","full","",""
"tests/test_curriculum.py","tests","runtime-relevant","full","",""
"tests/test_curriculum_env.py","tests","runtime-relevant","full","",""
"tests/test_curriculum_progress.py","tests","runtime-relevant","full","",""
"tests/test_domain_randomization.py","tests","runtime-relevant","full","",""
"tests/test_env_api.py","tests","runtime-relevant","full","",""
"tests/test_expert_baseline_costs.py","tests","runtime-relevant","full","",""
"tests/test_inspection_geometry.py","tests","runtime-relevant","full","",""
"tests/test_lagrangian.py","tests","runtime-relevant","full","",""
"tests/test_live_perception.py","tests","runtime-relevant","full","",""
"tests/test_live_perception_sidecar.py","tests","runtime-relevant","full","",""
"tests/test_maskable_ppo_integration.py","tests","runtime-relevant","full","",""
"tests/test_masked_scenario_evaluation.py","tests","runtime-relevant","full","",""
"tests/test_oracle_inspection.py","tests","runtime-relevant","full","",""
"tests/test_perception.py","tests","runtime-relevant","full","",""
"tests/test_perception_dataset.py","tests","runtime-relevant","full","",""
"tests/test_perception_pilot_config.py","tests","runtime-relevant","full","",""
"tests/test_perception_production_training_config.py","tests","runtime-relevant","full","",""
"tests/test_recurrent_policy.py","tests","runtime-relevant","full","",""
"tests/test_reward_audit.py","tests","runtime-relevant","full","",""
"tests/test_safety_shield.py","tests","runtime-relevant","full","",""
"tests/test_scenario_dataset_integration.py","tests","runtime-relevant","full","",""
"tests/test_scenario_evaluator.py","tests","runtime-relevant","full","",""
"tests/test_scenarios.py","tests","runtime-relevant","full","",""
"tests/test_semantic_extractor.py","tests","runtime-relevant","full","",""
"tests/test_semantic_safety_shield.py","tests","runtime-relevant","full","",""
"tests/test_viewpoint_environment.py","tests","runtime-relevant","full","",""
"tests/test_viewpoint_planner.py","tests","runtime-relevant","full","",""
"tests/test_viewpoint_reward_audit.py","tests","runtime-relevant","full","",""
"tests/test_webots_motion_primitives.py","tests","runtime-relevant","full","",""
"tests/training/test_causal_demonstration_mixer.py","tests","runtime-relevant","full","",""
"tests/training/test_causal_expert_demonstrations.py","tests","runtime-relevant","full","",""
"tests/training/test_dagger_v2.py","tests","runtime-relevant","full","",""
"tests/training/test_expert_demonstrations.py","tests","runtime-relevant","full","",""
"tests/training/test_hierarchical_demonstrations.py","tests","runtime-relevant","full","",""
"tests/training/test_memory_bounded_demonstrations.py","tests","runtime-relevant","full","",""
"tests/training/test_safety_dagger.py","tests","runtime-relevant","full","",""
"tests/uncertainty/test_uncertainty_injection.py","tests","runtime-relevant","full","",""
"tests/webots/.gitkeep","tests","runtime-relevant","full","",""
"tests/webots/test_experimental_controller_contract.py","tests","runtime-relevant","full","",""
"tests/webots/test_final_worlds.py","tests","runtime-relevant","full","",""
"tests/webots/test_safe_policy_pipeline.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4a_assets.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4b_bridge.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4b_live_assets.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4b_live_telemetry.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4c_live_policy_runtime.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4c_policy_dry_run.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage4d_showcase.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a3_closed_loop_mission.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a3_launcher.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a3_navigation_conventions.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a3_physics_camera_view.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a3_stability_control.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5a_live_camera.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5b3_human_first_person_runtime.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5b3_live_perception_validator.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5b_visual_evidence.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5c_rl_motor_assets.py","tests","runtime-relevant","full","",""
"tests/webots/test_stage5c_runtime_control.py","tests","runtime-relevant","full","",""
"tests/webots/test_supervisor_pose_math.py","tests","runtime-relevant","full","",""
"webots/assets/.gitkeep","unrelated support","structural","structural","",""
"webots/config/.gitkeep","unrelated support","structural","structural","",""
"webots/config/environment_report.json","unrelated support","structural","structural","",""
"webots/config/stage4a_motion_test.json","unrelated support","structural","structural","",""
"webots/controllers/README.md","Webots controller","runtime-relevant","full","",""
"webots/controllers/closed_loop_inspection_robot/closed_loop_inspection_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/closed_loop_inspection_supervisor/closed_loop_inspection_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/construction_robot/construction_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/final_dynamic_worker/final_dynamic_worker.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/hierarchical_experimental_robot/hierarchical_experimental_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/hierarchical_experimental_supervisor/hierarchical_experimental_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/live_bridge_robot/live_bridge_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/live_bridge_supervisor/live_bridge_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/live_camera_robot/live_camera_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/live_camera_supervisor/live_camera_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/manual_robot_test/manual_robot_test.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/rl_autonomous_inspection_robot/rl_autonomous_inspection_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/rl_autonomous_inspection_supervisor/rl_autonomous_inspection_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/scenario_supervisor/scenario_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/showcase_robot/showcase_robot.py","Webots controller","runtime-relevant","full","",""
"webots/controllers/showcase_supervisor/showcase_supervisor.py","Webots controller","runtime-relevant","full","",""
"webots/logs/.gitignore","unrelated support","structural","structural","",""
"webots/logs/.gitkeep","unrelated support","structural","structural","",""
"webots/protos/.gitkeep","unrelated support","structural","structural","",""
"webots/protos/README.md","documentation","structural","structural","",""
"webots/worlds/README.md","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage4a.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage4b_live_bridge.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage4d_showcase.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage5a3_closed_loop_mission.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage5a_live_camera.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/construction_site_stage5c_rl_motor_runtime.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/site_dynamic.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/site_dynamic_v4_visible_demo.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/site_medium.wbt","Webots world","runtime-relevant","full","",""
"webots/worlds/site_small.wbt","Webots world","runtime-relevant","full","",""
